Player,Nation,Pos,Team,League,Age,Height,Weight,Overall,Potential,TotalStats,BaseStats,BestPosition,ValueEUR,WageEUR,ClubNumber,PreferredFoot,IntReputation,WeakFoot,SkillMoves,AttackingWorkRate,DefensiveWorkRate,PaceTotal,ShootingTotal,PassingTotal,DribblingTotal,DefendingTotal,PhysicalityTotal,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
Serge Aurier,CIV,DF,Tottenham,Premier League,26.0,174,74,80,80,2076,439,RB,13000000,86000,24.0,Right,2,3,3,High,Medium,76,60,73,76,77,77,81,55,75,77,61,76,69,30,69,79,77,76,70,78,76,71,92,76,73,55,86,77,70,71,64,75,74,79,82
Serge Gnabry,GER,FW,Bayern Munich,Bundesliga,24.0,175,75,85,87,2071,442,RM,47500000,100000,7.0,Right,3,4,4,High,Medium,82,83,78,86,43,70,79,85,42,79,83,87,74,62,74,83,90,76,86,85,88,86,65,78,69,81,63,38,85,83,68,80,45,44,43
Sergej Milinković-Savić,SRB,MF,Lazio,Serie A,24.0,191,76,85,89,2225,475,CM,49000000,94000,21.0,Right,2,4,4,High,Medium,69,79,80,83,79,85,64,80,86,85,74,86,78,75,85,88,66,72,64,83,63,83,85,85,88,80,79,78,79,85,56,84,78,79,74
Sergi Darder,ESP,MF,Espanyol,La Liga,25.0,180,71,77,79,1958,401,CM,10500000,11000,10.0,Right,2,3,4,Medium,Low,44,70,77,77,66,67,68,63,52,80,66,77,75,68,79,79,52,37,72,75,74,81,52,68,67,76,71,69,75,81,55,80,64,70,69
Sergi Enrich,ESP,FW,Eibar,La Liga,29.0,181,77,77,77,1898,397,ST,8500000,31000,9.0,Right,2,4,4,High,High,57,76,70,74,43,77,70,78,81,79,80,73,55,47,61,79,58,57,67,82,64,76,77,75,83,69,66,42,84,72,71,74,31,46,31
Sergi Guardiola,ESP,FW,Valladolid,La Liga,28.0,184,78,77,77,1845,395,ST,9000000,24000,7.0,Left,1,3,3,High,Medium,74,75,61,78,30,77,52,77,70,74,75,78,73,43,41,80,73,75,74,77,70,76,70,72,81,72,75,28,81,63,68,74,32,19,18
Sergi Roberto,ESP,DF,Barcelona,La Liga,27.0,178,68,83,83,2094,449,RB,22000000,175000,20.0,Right,3,3,4,High,Medium,77,63,81,78,77,73,83,63,72,84,50,78,78,60,78,82,75,79,69,80,74,65,43,92,69,66,68,79,69,83,57,76,75,79,78
Sergio Busquets,ESP,MF,Barcelona,La Liga,31.0,189,76,87,87,2021,424,CDM,38000000,240000,5.0,Right,4,3,3,Medium,Medium,42,62,80,80,83,77,62,67,68,89,44,81,66,68,83,88,40,43,67,84,50,61,66,81,75,54,81,85,77,84,60,93,86,83,80
Sergio Canales,ESP,MF,Betis,La Liga,28.0,176,65,82,82,2144,457,CAM,21500000,36000,10.0,Left,2,3,4,High,Medium,78,80,83,83,65,68,79,82,46,83,63,83,82,81,82,84,78,78,82,83,76,78,39,76,68,81,63,77,85,87,74,79,60,71,55
Sergio Postigo,ESP,DF,Levante,La Liga,30.0,185,78,75,75,1674,376,CB,4900000,20000,15.0,Right,1,3,2,Low,Medium,70,43,54,58,76,75,42,44,70,66,36,51,30,26,67,67,60,78,59,68,53,56,72,61,82,34,75,75,30,48,45,72,80,76,73
Sergio Ramos,ESP,DF,Real Madrid,La Liga,33.0,184,82,89,89,2258,463,CB,24500000,300000,4.0,Right,4,3,3,High,Medium,71,70,76,73,88,85,66,65,92,82,69,65,74,76,83,83,72,70,78,92,66,79,93,81,85,64,90,88,73,71,92,88,85,88,90
Sergio Reguilón,ESP,DF,Sevilla,La Liga,22.0,178,68,82,89,2020,439,LB,27500000,85000,3.0,Left,1,3,3,High,Medium,85,55,73,78,78,70,79,52,75,79,49,78,70,43,67,81,82,87,76,79,72,62,66,80,65,56,73,79,74,68,42,72,78,79,78
Shane Long,IRL,FW,Southampton,Premier League,32.0,178,70,74,74,1854,394,ST,3500000,47000,7.0,Right,2,2,3,High,High,82,72,62,73,36,69,72,72,76,65,69,74,54,37,49,71,85,79,69,75,72,77,93,65,64,65,80,42,76,64,72,68,31,27,24
Simone Iacoponi,ITA,DF,Parma,Serie A,32.0,180,73,71,71,1633,358,RB,1100000,18000,2.0,Right,1,3,2,Low,High,76,32,49,54,75,72,56,28,66,56,37,40,48,12,40,65,73,79,74,75,62,57,65,84,67,14,69,73,28,47,38,61,78,75,74
Simone Missiroli,ITA,MF,SPAL,Serie A,33.0,191,77,73,73,1889,394,CM,1900000,27000,7.0,Right,2,3,3,Medium,Medium,56,65,73,70,68,62,69,65,61,77,67,72,68,60,73,77,57,55,59,75,34,69,60,68,58,60,63,73,74,72,64,76,64,72,65
Simone Verdi,ITA,MF,Torino,Serie A,27.0,174,65,77,77,2005,414,CAM,9500000,46000,24.0,Left,2,5,4,High,Low,82,73,78,83,48,50,78,68,42,78,74,81,84,84,76,83,84,80,89,75,90,80,50,66,43,75,48,36,77,78,76,78,55,48,54
Sofyan Amrabat,MAR,MF,Hellas Verona,Serie A,22.0,185,70,77,84,2073,447,CDM,12500000,43000,34.0,Right,1,2,3,Medium,High,78,60,74,79,75,81,70,55,65,80,58,81,65,53,75,80,79,77,68,80,78,78,75,86,79,57,82,78,65,75,50,82,77,76,71
Soualiho Meïté,FRA,MF,Torino,Serie A,25.0,187,80,76,79,1978,424,CM,9500000,39000,23.0,Right,1,3,3,Medium,Medium,64,59,73,77,72,79,69,48,60,79,55,80,54,54,76,80,67,62,66,76,61,71,71,79,80,73,77,70,71,73,55,74,73,76,71
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,26.0,175,70,80,80,2020,441,RB,13000000,41000,18.0,Right,1,3,3,High,High,80,63,70,75,73,80,78,59,64,76,63,76,65,33,70,71,82,78,77,77,78,73,68,93,72,65,88,74,66,60,45,75,72,74,77
Stefan Posch,AUT,DF,Hoffenheim,Bundesliga,22.0,189,82,75,79,1529,339,CB,8000000,24000,38.0,Right,1,3,2,Medium,Medium,69,29,49,43,79,70,35,23,77,69,28,34,26,24,55,50,67,71,42,69,59,42,72,63,74,25,66,77,36,36,38,68,78,81,77
Stefan de Vrij,NED,DF,Inter,Serie A,27.0,189,78,84,85,1823,400,CB,30500000,130000,6.0,Right,3,4,2,Medium,High,68,41,62,68,86,75,49,25,82,73,27,66,45,16,71,73,69,68,61,81,59,65,76,64,78,60,80,86,32,64,41,82,88,87,85
Stefano Denswil,NED,DF,Bologna,Serie A,26.0,188,82,73,76,1818,376,CB,4300000,23000,4.0,Left,1,4,3,Medium,Medium,43,56,65,64,75,73,44,46,76,73,43,63,68,72,70,68,38,47,59,70,56,76,54,65,77,64,76,72,41,66,60,77,73,77,75
Stefano Okaka,ITA,FW,Udinese,Serie A,29.0,186,90,75,75,1708,373,ST,6500000,18000,7.0,Right,2,3,2,High,High,61,74,58,70,30,80,53,76,78,70,68,71,58,48,36,77,55,65,53,70,45,81,73,64,92,67,73,21,78,62,66,74,29,25,20
Stefano Sabelli,ITA,DF,Brescia,Serie A,26.0,176,70,72,73,1782,383,RB,3100000,23000,2.0,Right,1,3,2,High,Medium,79,40,59,63,68,74,62,35,61,62,37,60,58,50,60,61,78,79,71,70,80,35,65,86,70,50,71,69,54,54,51,69,67,70,69
Steve Cook,ENG,DF,Bournemouth,Premier League,28.0,185,82,75,75,1651,347,CB,5500000,14000,3.0,Right,1,3,2,Medium,High,50,34,55,58,76,74,41,32,76,69,33,52,44,32,64,65,51,49,55,74,62,48,81,61,78,26,79,76,29,45,42,70,76,77,75
Stuart Armstrong,SCO,MF,Southampton,Premier League,27.0,183,75,76,76,2068,435,RM,8000000,50000,17.0,Right,1,4,3,High,High,73,76,74,75,65,72,72,76,66,76,62,76,75,74,74,74,74,73,77,74,65,77,70,84,68,82,69,69,73,74,64,70,63,66,62
Sven Bender,GER,DF,Leverkusen,Bundesliga,30.0,186,81,81,81,1871,402,CB,13000000,66000,5.0,Right,2,4,2,Medium,High,66,52,63,60,84,77,43,39,78,78,59,58,33,30,70,60,62,69,63,80,61,73,76,75,76,62,83,85,50,65,34,81,85,84,83
Sven Michel,GER,FW,Paderborn 07,Bundesliga,29.0,179,79,69,69,1775,375,ST,1100000,11000,11.0,Left,1,3,3,Medium,Medium,76,70,62,70,27,70,63,70,53,66,68,69,66,59,53,69,78,75,74,72,73,76,73,76,68,65,68,20,72,58,65,67,28,25,22
Séamus Coleman,IRL,DF,Everton,Premier League,30.0,177,77,79,79,2047,433,RB,9000000,76000,23.0,Right,2,3,3,High,High,70,65,73,76,79,70,77,61,69,77,64,77,65,53,69,76,72,69,73,78,74,75,71,72,65,66,80,79,70,70,55,82,78,82,80
Sébastien Haller,FRA,FW,West Ham,Premier League,25.0,190,82,81,83,1958,420,ST,22000000,58000,22.0,Right,2,3,3,High,Medium,70,80,62,75,51,82,42,84,86,74,83,74,57,46,48,80,64,74,67,83,53,81,80,72,89,65,76,36,83,75,91,81,39,61,55
Takashi Inui,JPN,MF,Eibar,La Liga,31.0,169,69,78,78,1948,409,LM,8000000,30000,14.0,Right,1,4,4,Medium,Medium,80,71,75,84,46,53,74,69,41,76,69,83,85,65,71,82,89,72,91,76,92,72,62,74,44,76,49,44,73,75,57,77,60,39,31
Takefusa Kubo,JPN,MF,Mallorca,La Liga,18.0,173,67,75,89,1826,395,CAM,14500000,16000,16.0,Left,1,4,4,High,Medium,82,66,68,83,39,57,61,70,39,73,57,85,68,72,58,81,89,76,87,65,84,66,54,77,52,60,43,29,68,72,61,70,40,43,48
Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,20.0,188,84,72,83,1724,379,CB,4900000,14000,14.0,Right,1,5,2,Medium,Medium,68,32,63,69,72,75,62,29,68,69,30,68,48,37,66,71,71,66,70,71,70,42,68,72,77,28,73,70,38,59,37,59,72,74,73
Tammy Abraham,ENG,FW,Chelsea,Premier League,21.0,196,87,78,85,1771,384,ST,15000000,77000,9.0,Right,1,3,3,Medium,Medium,74,78,59,72,31,70,50,82,81,69,76,72,50,42,45,76,68,78,65,79,56,78,70,69,79,68,49,22,80,67,74,73,35,23,15
Teemu Pukki,FIN,FW,Norwich City,Premier League,29.0,180,80,76,76,1787,386,ST,7500000,14000,22.0,Right,1,3,3,High,Medium,76,75,58,75,33,69,45,80,62,71,74,72,53,40,35,77,78,75,77,83,72,75,68,78,69,64,56,36,84,71,72,79,30,29,16
Theo Hernández,FRA,DF,Milan,Serie A,21.0,184,82,80,85,2064,460,LB,17500000,37000,19.0,Left,1,3,3,High,Medium,92,67,73,77,74,77,80,65,72,78,66,79,63,64,60,76,90,93,75,76,61,75,61,80,78,69,75,69,76,70,41,77,72,78,79
Theodor Gebre Selassie,CZE,DF,Werder Bremen,Bundesliga,32.0,181,71,76,76,1943,410,RB,3500000,25000,23.0,Right,2,2,3,Medium,Medium,66,51,70,75,76,72,76,49,83,76,49,75,52,58,69,76,67,66,71,76,66,62,90,76,69,39,71,80,68,61,51,72,74,76,69
Thomas Müller,GER,MF,Bayern Munich,Bundesliga,29.0,186,75,86,86,2117,437,CAM,42000000,130000,25.0,Right,4,4,3,High,High,68,82,82,78,56,71,85,85,81,84,84,75,81,59,78,82,68,68,73,94,71,78,77,86,66,81,62,58,94,85,60,84,47,57,46
Thomas Partey,GHA,MF,Atlético Madrid,La Liga,26.0,185,77,84,85,2192,474,CM,35000000,81000,5.0,Right,2,3,3,Medium,High,71,74,81,81,82,85,74,68,68,86,56,84,69,70,84,83,68,74,75,85,50,86,83,92,82,85,84,84,73,84,49,86,81,85,81
Thorgan Hazard,BEL,FW,Dortmund,Bundesliga,26.0,175,71,83,83,2107,447,LM,27000000,78000,10.0,Right,2,4,4,High,High,84,77,81,86,52,67,81,76,39,82,80,86,83,81,73,84,86,83,91,82,88,78,60,80,65,77,57,63,81,83,81,78,56,46,48
Timo Werner,GER,FW,RB Leipzig,Bundesliga,23.0,180,76,85,88,2026,435,ST,49500000,135000,11.0,Right,3,4,3,High,Medium,91,85,69,84,35,71,69,88,78,78,86,84,70,58,55,85,93,89,83,87,76,85,75,83,67,78,63,37,88,65,78,82,39,20,19
Timothy Castagne,BEL,DF,Atalanta,Serie A,23.0,180,80,77,82,1948,429,RWB,12000000,61000,27.0,Right,1,3,3,Medium,High,81,57,71,76,76,68,79,60,66,75,40,77,58,33,70,76,83,79,71,78,66,62,70,85,60,52,68,79,77,69,27,68,78,75,72
Tin Jedvaj,CRO,DF,Augsburg,Bundesliga,23.0,184,82,75,81,1801,389,CB,8000000,38000,16.0,Right,2,3,2,Medium,Medium,68,51,58,63,75,74,67,51,75,68,43,60,45,30,60,66,66,70,67,70,65,65,80,65,75,39,83,76,49,39,44,66,74,76,73
Toby Alderweireld,BEL,DF,Tottenham,Premier League,30.0,186,81,85,85,2031,423,CB,28500000,130000,4.0,Right,3,3,2,Medium,Medium,63,55,72,67,87,79,64,45,82,79,38,62,63,69,82,75,60,65,59,85,62,78,82,78,79,58,81,85,52,62,58,86,88,89,85
Todd Cantwell,ENG,FW,Norwich City,Premier League,21.0,177,70,74,82,1784,375,CAM,8500000,10000,14.0,Right,1,2,4,High,Medium,73,67,71,76,37,51,62,71,43,76,62,75,73,66,66,79,74,72,76,74,73,66,46,66,45,62,48,24,73,76,58,75,40,44,31
Tom Davies,ENG,MF,Everton,Premier League,21.0,180,70,75,80,1950,417,CM,9000000,55000,26.0,Right,1,3,3,High,Medium,65,63,73,75,69,72,66,64,61,79,42,76,64,61,74,77,66,65,71,74,69,70,56,78,65,62,84,67,69,76,49,76,68,73,68
Tomás Rincón,VEN,MF,Torino,Serie A,31.0,177,76,75,75,2023,423,CDM,5000000,38000,88.0,Right,2,3,3,Medium,High,66,59,71,75,74,78,65,45,58,78,60,75,55,52,76,76,71,61,72,76,81,77,91,86,72,72,82,77,66,70,46,74,72,80,76
Toni Kroos,GER,MF,Real Madrid,La Liga,29.0,183,76,88,88,2150,447,CM,55000000,310000,8.0,Right,4,5,3,Medium,Medium,54,81,91,81,71,69,88,76,58,93,82,80,86,84,93,89,57,52,63,89,71,89,32,75,73,86,60,79,76,90,73,88,72,73,60
Trent Alexander-Arnold,ENG,DF,Liverpool,Premier League,20.0,180,69,87,92,2220,464,RB,60000000,110000,66.0,Right,2,4,3,High,Medium,80,66,87,80,80,71,93,56,69,85,62,77,88,85,89,87,77,83,74,83,74,80,66,88,62,74,74,82,76,84,55,81,79,83,79
Troy Deeney,ENG,FW,Watford,Premier League,31.0,183,90,76,76,1914,392,ST,6000000,21000,9.0,Right,2,3,2,High,Medium,55,79,67,70,37,84,56,77,82,74,77,68,68,51,61,76,54,55,60,77,67,86,83,69,91,75,85,31,78,74,82,78,38,30,25
Tyrone Mings,ENG,DF,Aston Villa,Premier League,26.0,196,77,75,78,1796,393,CB,7000000,44000,5.0,Left,1,3,3,Medium,Medium,66,44,64,65,74,80,70,37,74,68,34,68,53,37,70,66,62,69,55,76,45,61,66,72,83,42,84,73,53,57,45,71,75,75,74
Unai Bustinza,ESP,DF,Leganés,La Liga,27.0,175,74,75,77,1730,367,CB,6500000,13000,3.0,Right,1,3,2,Low,Medium,60,35,62,62,76,72,76,30,76,72,23,56,45,35,53,71,58,62,59,72,68,44,76,72,70,38,78,78,52,50,33,64,74,77,75
Unai López,ESP,MF,Athletic Club,La Liga,23.0,170,70,77,81,2075,438,CAM,11500000,21000,8.0,Right,1,3,3,High,Medium,74,71,78,79,67,69,73,74,51,82,55,76,75,79,74,82,77,71,83,77,88,73,77,77,62,75,72,71,68,77,46,76,67,72,59
Valerio Verre,ITA,FW,Hellas Verona,Serie A,25.0,181,70,74,77,2025,421,CAM,7000000,17000,8.0,Right,1,4,3,Medium,Medium,68,74,73,75,65,66,70,74,66,75,70,74,72,72,70,77,71,66,72,76,75,75,70,72,62,72,66,64,75,73,75,72,65,65,65
Vicente Iborra,ESP,MF,Villarreal,La Liga,31.0,190,80,79,79,1991,409,CDM,8000000,34000,10.0,Right,2,4,3,Medium,Medium,37,70,75,70,77,80,59,67,82,82,66,69,66,67,81,80,34,39,54,75,42,79,70,67,89,67,75,76,77,77,69,78,78,77,73
Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,25.0,187,80,80,84,1970,416,CDM,17000000,100000,2.0,Right,2,4,3,Medium,High,64,50,72,72,81,77,62,42,77,79,38,71,64,59,78,76,62,66,65,83,62,70,76,77,75,52,81,81,51,72,54,83,82,83,80
Vincenzo Grifo,ITA,MF,Freiburg,Bundesliga,26.0,180,77,78,78,1942,405,LM,11000000,28000,32.0,Right,1,2,4,Medium,Medium,70,74,77,81,41,62,86,70,47,76,73,82,85,80,67,81,73,68,78,74,79,81,52,71,63,75,52,45,77,74,70,70,50,31,30
Virgil van Dijk,NED,DF,Liverpool,Premier League,28.0,193,92,90,91,2112,455,CB,75500000,210000,4.0,Right,3,3,2,Medium,Medium,76,60,71,71,91,86,53,52,87,79,45,70,60,70,86,77,72,79,61,89,53,81,90,75,92,64,83,90,47,65,62,90,93,93,86
Vitolo,ESP,MF,Atlético Madrid,La Liga,29.0,185,79,79,79,1982,423,LM,12000000,55000,20.0,Right,2,4,3,Medium,Medium,77,76,76,79,41,74,75,77,65,76,75,82,78,62,77,80,76,78,71,80,62,77,69,76,79,75,61,25,78,77,74,70,68,21,23
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,28.0,172,67,77,77,2095,424,CM,8500000,45000,6.0,Right,2,4,3,High,High,66,71,74,80,70,63,70,67,60,77,65,80,78,69,75,79,69,64,78,75,85,75,76,97,48,76,56,69,72,74,76,79,72,74,65
Víctor Díaz,ESP,DF,Granada,La Liga,31.0,184,72,78,78,1936,414,RB,6500000,26000,16.0,Right,1,3,3,Medium,High,72,56,68,68,74,76,77,56,77,74,35,66,65,51,55,74,73,72,64,75,58,67,89,81,72,54,75,74,64,64,42,64,68,78,79
Víctor Laguardia,ESP,DF,Alavés,La Liga,29.0,185,80,78,78,1692,361,CB,8500000,25000,5.0,Right,1,3,2,Medium,High,51,46,55,51,80,78,43,49,74,70,29,42,38,35,62,63,46,55,44,76,57,57,76,71,77,33,89,80,44,46,40,71,82,80,76
Weston McKennie,USA,MF,Schalke 04,Bundesliga,20.0,185,84,75,84,2049,440,CB,10000000,43000,14.0,Right,1,3,3,Medium,Medium,75,64,69,74,75,83,57,59,82,76,49,75,56,55,69,76,67,82,67,78,69,73,92,83,83,67,82,74,75,75,58,68,73,76,73
Wilfred Ndidi,NGA,MF,Leicester City,Premier League,22.0,183,74,84,88,2120,446,CB,36500000,96000,25.0,Right,1,4,3,Medium,High,71,62,68,74,87,84,50,50,76,79,66,72,58,58,75,78,70,72,69,87,67,80,90,92,78,72,87,90,67,67,55,80,87,89,85
Wilfried Zaha,CIV,MF,Crystal Palace,Premier League,26.0,180,66,83,83,1961,433,LM,27000000,82000,11.0,Right,2,3,5,Medium,Medium,90,75,72,87,34,75,76,77,47,75,64,90,63,51,65,86,88,92,87,75,79,81,58,75,77,70,72,32,76,76,72,80,30,34,32
Will Hughes,ENG,MF,Watford,Premier League,24.0,185,73,76,79,1969,414,CAM,9500000,18000,19.0,Left,1,3,4,Medium,Medium,64,64,77,77,68,64,76,68,58,80,50,78,67,62,76,79,68,60,71,78,73,60,49,76,58,62,70,65,73,81,66,79,69,72,69
William Troost-Ekong,NGA,DF,Udinese,Serie A,25.0,191,82,73,76,1528,336,CB,4400000,14000,5.0,Right,1,3,2,Low,Medium,63,32,45,43,76,77,37,23,76,54,26,37,25,26,52,50,58,67,34,67,59,53,69,64,84,33,76,75,30,41,40,69,76,76,73
Willian,BRA,FW,Chelsea,Premier League,30.0,175,77,82,82,2030,434,RW,19500000,110000,12.0,Right,3,4,4,High,High,82,79,80,85,49,59,76,77,31,80,59,88,83,84,77,82,86,78,86,80,79,84,32,77,59,81,45,55,79,83,79,79,43,57,51
Willian José,BRA,FW,Real Sociedad,La Liga,27.0,189,91,80,80,1938,410,ST,15500000,40000,9.0,Right,2,4,4,Medium,Low,67,80,67,74,40,82,54,82,84,78,74,76,68,60,50,79,64,70,65,82,37,84,79,70,92,75,75,35,83,76,76,78,40,32,30
Wout Weghorst,NED,FW,Wolfsburg,Bundesliga,26.0,197,84,81,81,1864,399,ST,19000000,62000,9.0,Right,1,3,3,High,High,65,82,59,69,39,85,42,86,88,76,80,65,40,37,48,79,57,72,63,83,44,84,79,85,86,70,83,34,85,65,77,83,37,32,25
Wu Lei,CHN,FW,Espanyol,La Liga,27.0,174,66,78,78,1941,410,ST,10500000,13000,7.0,Right,1,4,3,Medium,Medium,85,73,70,79,36,67,68,76,71,72,71,79,69,69,66,78,87,83,77,79,80,77,82,72,63,67,65,23,82,73,53,71,34,37,31
Yan Brice Eteki,CMR,MF,Granada,La Liga,21.0,182,76,73,81,1841,399,CDM,5500000,16000,8.0,Right,1,3,2,Medium,High,65,55,66,69,68,76,51,50,44,76,37,64,48,42,73,74,67,63,73,66,76,69,80,72,77,60,75,74,54,68,52,72,68,72,69
Yangel Herrera,VEN,MF,Granada,La Liga,21.0,184,77,75,84,1937,416,CM,10000000,21000,21.0,Right,1,3,3,Medium,Medium,62,68,69,72,72,73,44,66,64,81,51,73,56,51,80,77,60,64,59,67,68,75,75,76,71,71,72,75,67,74,59,61,68,77,72
Yerry Mina,COL,DF,Everton,Premier League,24.0,195,94,78,80,1748,382,CB,11500000,66000,13.0,Right,1,3,2,Medium,Medium,51,54,59,59,79,80,43,51,85,74,41,62,38,30,68,58,45,55,50,74,32,70,70,67,88,50,80,77,48,56,53,78,77,80,75
Youri Tielemans,BEL,MF,Leicester City,Premier League,22.0,176,72,81,85,2141,443,CM,23000000,82000,8.0,Right,2,5,4,Medium,Medium,64,78,82,79,69,71,79,73,64,84,78,78,81,78,82,83,68,60,69,78,77,86,63,78,69,84,67,73,80,83,72,83,66,71,67
Yuri Berchiche,ESP,DF,Athletic Club,La Liga,29.0,181,80,83,83,2172,466,LB,20500000,35000,17.0,Left,2,3,3,High,Medium,83,68,76,76,80,83,82,61,75,82,59,72,80,55,72,80,82,84,77,80,80,80,85,86,80,76,85,82,62,66,59,78,80,80,77
Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,31.0,193,93,71,71,1724,351,ST,1900000,18000,28.0,Right,2,3,3,Medium,Medium,34,71,59,70,39,78,49,71,81,69,68,69,58,42,48,75,34,34,63,73,59,82,64,65,87,61,75,41,74,64,76,75,31,41,13
Álex Moreno,ESP,DF,Betis,La Liga,26.0,179,68,77,78,2030,432,LB,9000000,22000,15.0,Left,1,3,3,High,Medium,89,60,71,78,70,64,75,59,60,73,65,78,69,57,64,75,87,90,85,74,79,61,62,93,51,56,63,69,73,73,70,60,70,74,71
Álvaro Morata,ESP,FW,Atlético Madrid,La Liga,26.0,190,84,82,83,1926,420,ST,26000000,100000,9.0,Right,3,4,3,High,High,80,80,71,81,31,77,73,83,86,78,80,83,76,44,51,83,75,84,72,80,63,80,84,77,80,72,69,24,85,76,75,79,37,14,20
Ángel Correa,ARG,MF,Atlético Madrid,La Liga,24.0,171,70,82,85,2101,450,CAM,28000000,65000,10.0,Right,1,4,4,High,Medium,84,80,75,87,54,70,74,82,67,77,79,87,82,65,65,87,86,82,89,82,87,80,49,79,64,83,78,48,83,80,55,76,58,53,44
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,23.0,185,82,80,85,1825,402,CB,18000000,69000,4.0,Right,1,4,2,Medium,Medium,69,46,60,67,80,80,46,39,75,76,48,65,39,39,64,71,65,72,64,77,57,65,76,68,82,44,89,79,42,55,52,76,78,84,80
Éver Banega,ARG,MF,Sevilla,La Liga,31.0,174,71,83,83,2161,449,CM,19500000,55000,10.0,Right,3,4,4,High,Medium,63,74,84,82,76,70,80,71,55,85,65,83,83,81,84,84,65,61,76,81,80,76,56,69,67,81,83,79,75,85,78,80,80,77,76
Óliver Torres,ESP,MF,Sevilla,La Liga,24.0,175,70,77,82,1969,410,CAM,11500000,26000,21.0,Right,3,4,3,High,Medium,65,67,78,82,63,55,73,66,52,81,63,83,80,64,77,84,68,63,78,76,79,69,52,75,43,68,61,67,74,80,65,81,65,63,58
Óscar Plano,ESP,MF,Valladolid,La Liga,28.0,180,72,76,76,1998,426,RM,7500000,21000,10.0,Left,1,4,3,High,High,85,70,74,75,54,68,75,68,62,75,58,74,80,63,68,76,79,89,80,73,79,78,61,77,62,72,75,60,66,75,66,72,45,58,45
Óscar Rodríguez Arnaiz,ESP,MF,Leganés,La Liga,21.0,174,68,75,86,1862,395,CAM,11500000,21000,14.0,Right,1,3,3,High,Medium,63,73,74,78,49,58,68,76,45,76,52,80,78,84,72,79,62,64,65,73,73,72,57,59,61,77,48,61,70,74,53,72,47,47,43
İlkay Gündoğan,GER,MF,Manchester City,Premier League,28.0,180,80,83,83,2158,451,CM,25000000,160000,8.0,Right,3,4,4,High,Medium,66,74,84,84,72,71,78,71,50,88,75,84,85,74,85,88,66,66,77,85,77,77,61,69,73,74,70,77,78,86,80,87,75,74,67
Łukasz Piszczek,POL,DF,Dortmund,Bundesliga,34.0,184,79,80,80,2118,445,CB,4500000,41000,26.0,Right,3,4,2,High,Medium,72,68,74,72,81,78,77,64,77,78,64,71,80,47,72,74,70,74,66,82,66,78,82,72,78,69,83,81,73,73,65,82,84,81,80
Žan Majer,SVN,MF,Lecce,Serie A,27.0,179,69,67,67,1778,377,CM,775000,12000,37.0,Right,1,3,3,Medium,Medium,61,58,68,70,55,65,62,57,52,71,45,71,57,58,73,70,66,57,66,64,70,58,56,72,60,65,70,61,57,68,57,69,54,53,50
Ștefan Radu,ROU,DF,Lazio,Serie A,32.0,183,79,78,78,1930,410,CB,4900000,51000,26.0,Left,2,3,3,Medium,High,61,64,65,68,83,69,67,55,70,71,51,66,45,48,67,69,65,58,67,78,67,79,62,62,71,74,75,85,55,60,57,76,84,86,84
