Player,Nation,Pos,Team,League,Age,Height,Weight,MatchesPlayed,Starts,MinutesPlayed,Goals,Assists,PenaltyGoals,PenaltiesAtt,YellowCards,RedCards,Per90MinutesGls,Per90MinutesAst,Per90MinutesG+A,Per90MinutesG-PK,Per90MinutesG+A-PK,xG,npxG,xA,Per90MinutesxG,Per90MinutesxA,Per90MinutesxG+xA,Per90MinutesnpxG,Per90MinutesnpxG+xA,90sPlayed,Tackles,TacklesWon,TacklesDef3rd,TacklesMid3rd,TacklesAtt3rd,VsDribblesTkl,VsDribblesAtt,VsDribblesTkl%,VsDribblesPast,Pressures,SuccessfulPressures,Pressures%,PressuresDef3rd,PressuresMid3rd,PressuresAtt3rd,Blocks,BlockedShots,BlockedSoT,BlockedPasses,PassesIntercepted,Tkl+Int,Clearances,ErrorsLeadingToShot,SCA,SCA90,SCATypesPassLive,SCATypesPassDead,SCATypesDrib,SCATypesSh,SCATypesFld,GCA,GCA90,GCATypesPassLive,GCATypesPassDead,GCATypesDrib,GCATypesSh,GCATypesFld,GCATypesOG,TotalCmp,TotalAtt,TotalCmp%,TotalTotDist,TotalPrgDist,ShortCmp,ShortAtt,ShortCmp%,MediumCmp,MediumAtt,MediumCmp%,LongCmp,LongAtt,LongCmp%,LongAst,LongxA,LongA-xA,LongKP,Long,LongPPA,LongCrsPA,LongProg,PassTypesLive,PassTypesDead,PassTypesFK,PassTypesTB,PassTypesPress,PassTypesSw,PassTypesCrs,PassTypesCK,CornerKicksIn,CornerKicksOut,CornerKicksStr,GroundPasses,LowPasses,HighPasses,LeftFootPasses,RightFootPasses,HeadedPasses,ThrowInsTaken,MiscPasses,OutcomesOff,OutcomesOut,OutcomesInt,OutcomesBlocks,TouchesTouches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribblesSucc,DribblesAtt,DribblesSucc%,Dribbles#Pl,DribblesMegs,Carries,CarriesTotDist,CarriesPrgDist,ReceivingTarg,ReceivingRec,ReceivingRec%,ReceivingMiscon,ReceivingDispos,StandardSh,StandardSoT,StandardSoT%,StandardSh/90,StandardSoT/90,StandardG/Sh,StandardG/SoT,StandardFK,ExpectednpxG/Sh,ExpectedG-xG,Expectednp:G-xG
Martin Valjent,SVK,DF,Mallorca,La Liga,23.0,186,83,36,36,3182,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.6,0.02,0.02,0.03,0.02,0.03,35.4,34.0,21,20.0,13.0,1.0,13.0,24.0,54.2,11.0,208.0,62.0,29.8,122.0,80.0,6.0,80.0,29.0,0.0,51.0,19,53,173.0,1.0,14.0,0.4,12.0,1.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,1015.0,1207.0,84.1,21385.0,7429.0,8.0,15.0,53.3,695.0,766.0,90.7,312.0,426.0,73.2,0,0.6,-0.6,4.0,62.0,2.0,2.0,66.0,1124.0,83.0,64.0,0.0,173.0,32.0,6,0.0,0.0,0.0,0.0,836.0,103.0,268.0,265.0,792.0,97.0,19.0,5.0,4.0,12.0,4.0,9.0,1528.0,288.0,934.0,645.0,65.0,20.0,1450.0,7.0,9.0,77.8,7.0,0.0,770.0,6146.0,3101.0,824.0,806.0,97.8,7.0,4.0,14,3,21.4,0.4,0.08,0.0,0.0,0.0,0.04,-0.5,-0.5
Martin Ødegaard,NOR,MF,Real Sociedad,La Liga,20.0,178,68,31,29,2527,4,6,0,0,3,0,0.14,0.21,0.36,0.14,0.36,3.2,3.2,5.2,0.12,0.18,0.3,0.12,0.3,28.1,28.0,18,7.0,16.0,5.0,6.0,36.0,16.7,30.0,517.0,125.0,24.2,96.0,263.0,158.0,20.0,0.0,0.0,20.0,15,43,14.0,0.0,116.0,4.13,75.0,29.0,7.0,3.0,2.0,15.0,0.53,11.0,2.0,1.0,1.0,0.0,0.0,1308.0,1617.0,80.9,22526.0,6909.0,28.0,65.0,43.1,1056.0,1185.0,89.1,224.0,367.0,61.0,6,5.2,0.8,60.0,141.0,73.0,2.0,249.0,1433.0,184.0,89.0,10.0,292.0,48.0,38,80.0,33.0,21.0,8.0,1180.0,196.0,241.0,1416.0,145.0,30.0,12.0,6.0,10.0,22.0,36.0,31.0,1904.0,13.0,191.0,1102.0,772.0,69.0,1730.0,63.0,94.0,67.0,65.0,1.0,1459.0,9565.0,5162.0,1582.0,1401.0,88.6,45.0,54.0,49,17,34.7,1.75,0.61,0.08,0.24,4.0,0.07,0.8,0.8
Martín Cáceres,URU,DF,Fiorentina,Serie A,32.0,180,78,27,27,2356,1,0,0,0,10,1,0.04,0.0,0.04,0.04,0.04,2.0,2.0,0.5,0.07,0.02,0.09,0.07,0.09,26.2,57.0,36,43.0,10.0,4.0,11.0,28.0,39.3,17.0,254.0,83.0,32.7,154.0,91.0,9.0,43.0,14.0,0.0,29.0,16,73,116.0,2.0,27.0,1.03,17.0,4.0,0.0,5.0,1.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0,1098.0,1306.0,84.1,22541.0,8225.0,18.0,36.0,50.0,811.0,885.0,91.6,269.0,385.0,69.9,0,0.5,-0.5,13.0,85.0,6.0,4.0,95.0,1162.0,144.0,62.0,2.0,163.0,44.0,10,0.0,0.0,0.0,0.0,888.0,141.0,277.0,368.0,799.0,34.0,82.0,13.0,2.0,25.0,15.0,18.0,1551.0,135.0,669.0,854.0,141.0,15.0,1412.0,4.0,5.0,80.0,4.0,0.0,949.0,5506.0,3365.0,1009.0,981.0,97.2,5.0,5.0,12,3,25.0,0.46,0.11,0.08,0.33,0.0,0.16,-1.0,-1.0
Martín Montoya,ESP,DF,Brighton,Premier League,28.0,175,73,27,23,1896,0,1,0,0,5,0,0.0,0.05,0.05,0.0,0.05,1.3,1.3,1.4,0.06,0.07,0.13,0.06,0.13,21.1,49.0,28,30.0,14.0,5.0,22.0,50.0,44.0,28.0,375.0,92.0,24.5,164.0,158.0,53.0,41.0,6.0,0.0,35.0,17,66,55.0,1.0,37.0,1.76,32.0,0.0,1.0,1.0,3.0,3.0,0.14,2.0,0.0,0.0,0.0,1.0,0.0,1006.0,1255.0,80.2,17678.0,6214.0,10.0,53.0,18.9,828.0,951.0,87.1,168.0,251.0,66.9,1,1.4,-0.4,20.0,41.0,34.0,18.0,137.0,1014.0,241.0,13.0,0.0,214.0,36.0,46,1.0,0.0,1.0,0.0,642.0,326.0,287.0,142.0,824.0,47.0,227.0,1.0,2.0,7.0,30.0,44.0,1485.0,70.0,446.0,664.0,479.0,41.0,1252.0,19.0,34.0,55.9,19.0,4.0,902.0,4903.0,2990.0,1012.0,912.0,90.1,30.0,19.0,8,3,37.5,0.38,0.14,0.0,0.0,0.0,0.16,-1.3,-1.3
Marvelous Nakamba,ZIM,MF,Aston Villa,Premier League,25.0,176,76,29,19,1836,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.01,0.02,0.03,0.01,0.03,20.4,65.0,47,32.0,29.0,4.0,15.0,68.0,22.1,53.0,491.0,168.0,34.2,213.0,239.0,39.0,61.0,11.0,0.0,50.0,28,93,34.0,1.0,18.0,0.88,18.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,669.0,792.0,84.5,12496.0,2647.0,11.0,24.0,45.8,520.0,590.0,88.1,138.0,178.0,77.5,0,0.4,-0.4,11.0,37.0,4.0,0.0,39.0,768.0,24.0,20.0,0.0,172.0,17.0,1,0.0,0.0,0.0,0.0,600.0,102.0,90.0,636.0,103.0,34.0,3.0,2.0,2.0,15.0,13.0,11.0,1013.0,91.0,348.0,555.0,161.0,4.0,991.0,14.0,20.0,70.0,16.0,1.0,593.0,2957.0,1086.0,572.0,543.0,94.9,6.0,14.0,7,1,14.3,0.34,0.05,0.0,0.0,0.0,0.03,-0.2,-0.2
Marvin Friedrich,GER,DF,Union Berlin,Bundesliga,23.0,192,81,31,31,2789,2,0,0,0,11,1,0.06,0.0,0.06,0.06,0.06,1.7,1.7,0.6,0.06,0.02,0.08,0.06,0.08,31.0,52.0,35,34.0,16.0,2.0,17.0,45.0,37.8,28.0,409.0,154.0,37.7,231.0,163.0,15.0,63.0,25.0,0.0,38.0,36,88,161.0,0.0,23.0,0.74,16.0,1.0,1.0,3.0,2.0,2.0,0.06,0.0,0.0,0.0,1.0,1.0,0.0,918.0,1170.0,78.5,21727.0,8911.0,12.0,30.0,40.0,550.0,620.0,88.7,356.0,520.0,68.5,0,0.6,-0.6,3.0,97.0,5.0,2.0,99.0,1128.0,42.0,40.0,1.0,197.0,27.0,8,0.0,0.0,0.0,0.0,690.0,159.0,321.0,146.0,909.0,73.0,2.0,4.0,4.0,34.0,16.0,20.0,1533.0,165.0,868.0,695.0,89.0,35.0,1498.0,12.0,18.0,66.7,13.0,0.0,884.0,5444.0,2894.0,898.0,861.0,95.9,14.0,12.0,28,5,17.9,0.9,0.16,0.07,0.4,0.0,0.06,0.3,0.3
Mason Greenwood,ENG,FW,Manchester Utd,Premier League,17.0,181,70,31,12,1320,10,1,0,0,0,0,0.68,0.07,0.75,0.68,0.75,3.6,3.6,0.7,0.25,0.05,0.3,0.25,0.3,14.7,19.0,13,6.0,6.0,7.0,7.0,21.0,33.3,14.0,190.0,61.0,32.1,50.0,75.0,65.0,15.0,0.0,0.0,15.0,7,26,4.0,0.0,36.0,2.45,32.0,0.0,2.0,0.0,2.0,7.0,0.48,7.0,0.0,0.0,0.0,0.0,0.0,416.0,488.0,85.2,6404.0,1161.0,14.0,26.0,53.8,355.0,396.0,89.6,47.0,66.0,71.2,1,0.7,0.3,13.0,21.0,9.0,1.0,28.0,485.0,3.0,0.0,0.0,101.0,12.0,13,2.0,0.0,1.0,0.0,391.0,51.0,46.0,382.0,93.0,9.0,0.0,0.0,1.0,6.0,7.0,11.0,645.0,5.0,68.0,286.0,328.0,60.0,642.0,21.0,31.0,67.7,21.0,1.0,506.0,2868.0,1580.0,683.0,516.0,75.5,31.0,22.0,38,20,52.6,2.59,1.36,0.26,0.5,0.0,0.1,6.4,6.4
Mason Holgate,ENG,DF,Everton,Premier League,22.0,184,75,27,24,2054,0,3,0,0,5,0,0.0,0.13,0.13,0.0,0.13,2.2,2.2,0.5,0.1,0.02,0.12,0.1,0.12,22.8,50.0,28,34.0,15.0,1.0,21.0,37.0,56.8,16.0,242.0,77.0,31.8,146.0,83.0,13.0,32.0,16.0,1.0,16.0,28,78,145.0,1.0,17.0,0.74,9.0,0.0,1.0,6.0,1.0,5.0,0.22,3.0,0.0,0.0,2.0,0.0,0.0,855.0,991.0,86.3,20925.0,6091.0,5.0,18.0,27.8,484.0,528.0,91.7,366.0,445.0,82.2,3,0.5,2.5,2.0,47.0,4.0,0.0,57.0,954.0,37.0,25.0,1.0,127.0,44.0,2,0.0,0.0,0.0,0.0,712.0,99.0,180.0,149.0,758.0,53.0,11.0,0.0,1.0,23.0,8.0,11.0,1268.0,189.0,724.0,592.0,46.0,14.0,1233.0,10.0,12.0,83.3,10.0,0.0,734.0,5026.0,2906.0,774.0,762.0,98.4,2.0,4.0,12,5,41.7,0.53,0.22,0.0,0.0,0.0,0.18,-2.2,-2.2
Mason Mount,ENG,MF,Chelsea,Premier League,20.0,178,70,37,32,2867,7,5,0,0,3,0,0.22,0.16,0.38,0.22,0.38,7.2,7.2,4.6,0.23,0.14,0.37,0.23,0.37,31.9,48.0,31,14.0,21.0,13.0,13.0,47.0,27.7,34.0,729.0,204.0,28.0,122.0,339.0,268.0,26.0,1.0,0.0,25.0,14,62,16.0,0.0,115.0,3.61,69.0,29.0,3.0,5.0,9.0,16.0,0.5,9.0,4.0,1.0,0.0,2.0,0.0,1116.0,1380.0,80.9,17845.0,4745.0,50.0,93.0,53.8,905.0,1023.0,88.5,161.0,264.0,61.0,5,4.6,0.4,53.0,105.0,34.0,6.0,141.0,1233.0,147.0,52.0,4.0,255.0,59.0,66,80.0,36.0,14.0,10.0,968.0,202.0,210.0,161.0,1165.0,28.0,9.0,6.0,5.0,21.0,14.0,48.0,1757.0,26.0,164.0,823.0,895.0,147.0,1609.0,47.0,77.0,61.0,49.0,3.0,1327.0,7852.0,4319.0,1699.0,1265.0,74.5,75.0,66.0,78,29,37.2,2.45,0.91,0.09,0.24,12.0,0.09,-0.2,-0.2
Mateo Kovačić,CRO,MF,Chelsea,Premier League,25.0,176,80,31,23,2073,1,3,0,0,8,0,0.04,0.13,0.17,0.04,0.17,1.4,1.4,1.9,0.06,0.08,0.14,0.06,0.14,23.0,80.0,55,31.0,42.0,7.0,30.0,78.0,38.5,48.0,533.0,173.0,32.5,154.0,279.0,100.0,28.0,2.0,0.0,26.0,12,92,17.0,0.0,64.0,2.78,60.0,0.0,2.0,1.0,1.0,7.0,0.3,7.0,0.0,0.0,0.0,0.0,0.0,1666.0,1846.0,90.2,32463.0,7948.0,24.0,42.0,57.1,1236.0,1312.0,94.2,406.0,492.0,82.5,3,1.9,1.1,29.0,176.0,26.0,2.0,171.0,1798.0,48.0,40.0,5.0,337.0,81.0,14,0.0,0.0,0.0,0.0,1441.0,230.0,175.0,80.0,1723.0,25.0,8.0,4.0,3.0,14.0,24.0,21.0,2085.0,38.0,404.0,1362.0,473.0,21.0,2048.0,59.0,77.0,76.6,60.0,1.0,1693.0,9797.0,4925.0,1729.0,1646.0,95.2,21.0,24.0,21,5,23.8,0.91,0.22,0.05,0.2,0.0,0.07,-0.4,-0.4
Mato Jajalo,BIH,MF,Udinese,Serie A,31.0,182,78,26,19,1649,0,0,0,0,8,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.02,0.04,0.05,0.02,0.05,18.3,47.0,25,22.0,23.0,2.0,16.0,53.0,30.2,37.0,368.0,101.0,27.4,150.0,184.0,34.0,33.0,11.0,0.0,22.0,14,61,29.0,0.0,41.0,2.24,36.0,2.0,1.0,1.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,842.0,1028.0,81.9,16121.0,4254.0,20.0,44.0,45.5,638.0,720.0,88.6,184.0,264.0,69.7,0,0.6,-0.6,12.0,82.0,9.0,2.0,85.0,969.0,59.0,43.0,2.0,198.0,32.0,16,8.0,2.0,1.0,1.0,728.0,148.0,152.0,185.0,784.0,33.0,7.0,5.0,4.0,15.0,20.0,22.0,1227.0,48.0,314.0,774.0,218.0,15.0,1168.0,28.0,42.0,66.7,31.0,0.0,827.0,4922.0,2613.0,818.0,773.0,94.5,11.0,19.0,17,7,41.2,0.93,0.38,0.0,0.0,1.0,0.02,-0.3,-0.3
Mats Hummels,GER,DF,Dortmund,Bundesliga,30.0,191,94,31,31,2581,1,3,0,0,8,1,0.03,0.1,0.14,0.03,0.14,1.7,1.7,1.9,0.06,0.07,0.13,0.06,0.13,28.7,68.0,47,39.0,26.0,3.0,19.0,44.0,43.2,25.0,289.0,125.0,43.3,171.0,109.0,9.0,56.0,20.0,0.0,36.0,35,103,177.0,1.0,22.0,0.77,19.0,1.0,0.0,2.0,0.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0,1974.0,2234.0,88.4,46777.0,14040.0,11.0,24.0,45.8,1185.0,1269.0,93.4,778.0,941.0,82.7,3,1.9,1.1,9.0,130.0,12.0,1.0,124.0,2174.0,60.0,56.0,5.0,277.0,84.0,5,0.0,0.0,0.0,0.0,1573.0,258.0,403.0,667.0,1402.0,111.0,4.0,10.0,7.0,35.0,23.0,23.0,2588.0,304.0,1440.0,1255.0,83.0,29.0,2530.0,8.0,10.0,80.0,9.0,0.0,1760.0,10482.0,6360.0,1818.0,1788.0,98.3,7.0,9.0,23,4,17.4,0.8,0.14,0.04,0.25,0.0,0.08,-0.7,-0.7
Matt Doherty,IRL,DF,Wolves,Premier League,27.0,182,87,36,32,2839,4,3,0,0,1,0,0.13,0.1,0.22,0.13,0.22,5.2,5.2,1.8,0.16,0.06,0.22,0.16,0.22,31.5,65.0,33,36.0,25.0,4.0,26.0,50.0,52.0,24.0,379.0,107.0,28.2,181.0,142.0,56.0,64.0,5.0,0.0,59.0,19,84,78.0,1.0,64.0,2.03,48.0,1.0,6.0,7.0,2.0,15.0,0.48,7.0,0.0,3.0,4.0,1.0,0.0,1369.0,1793.0,76.4,22400.0,9053.0,31.0,84.0,36.9,1135.0,1382.0,82.1,203.0,327.0,62.1,3,1.8,1.2,23.0,86.0,18.0,9.0,240.0,1454.0,339.0,5.0,1.0,293.0,23.0,38,0.0,0.0,0.0,0.0,887.0,480.0,426.0,75.0,1180.0,116.0,334.0,12.0,3.0,27.0,35.0,59.0,2158.0,82.0,509.0,1099.0,660.0,95.0,1823.0,29.0,53.0,54.7,30.0,5.0,1186.0,6276.0,4072.0,1542.0,1319.0,85.5,45.0,23.0,34,15,44.1,1.08,0.48,0.12,0.27,0.0,0.15,-1.2,-1.2
Matt Targett,ENG,DF,Aston Villa,Premier League,23.0,183,70,28,27,2291,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2.7,0.02,0.11,0.13,0.02,0.13,25.5,57.0,33,38.0,16.0,3.0,20.0,56.0,35.7,36.0,372.0,109.0,29.3,184.0,145.0,43.0,68.0,9.0,0.0,59.0,21,78,88.0,1.0,54.0,2.12,46.0,6.0,0.0,1.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0,894.0,1219.0,73.3,16474.0,7327.0,16.0,53.0,30.2,706.0,831.0,85.0,172.0,335.0,51.3,2,2.7,-0.7,26.0,76.0,30.0,12.0,164.0,978.0,241.0,33.0,0.0,218.0,34.0,55,10.0,7.0,0.0,2.0,605.0,290.0,324.0,789.0,133.0,77.0,198.0,5.0,4.0,25.0,18.0,41.0,1501.0,124.0,512.0,648.0,418.0,33.0,1264.0,10.0,23.0,43.5,14.0,1.0,758.0,3294.0,1853.0,833.0,771.0,92.6,6.0,20.0,7,4,57.1,0.27,0.16,0.14,0.25,1.0,0.07,0.5,0.5
Matteo Darmian,ITA,DF,Parma,Serie A,29.0,182,70,33,30,2685,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,0.8,0.8,0.8,0.03,0.03,0.05,0.03,0.05,29.8,72.0,39,44.0,25.0,3.0,33.0,77.0,42.9,44.0,477.0,127.0,26.6,247.0,160.0,70.0,73.0,20.0,0.0,53.0,16,88,84.0,0.0,39.0,1.31,28.0,6.0,1.0,1.0,3.0,3.0,0.1,3.0,0.0,0.0,0.0,0.0,0.0,1208.0,1521.0,79.4,23692.0,9620.0,11.0,52.0,21.2,925.0,1050.0,88.1,272.0,419.0,64.9,1,0.8,0.2,12.0,91.0,11.0,4.0,189.0,1220.0,301.0,21.0,0.0,175.0,35.0,45,0.0,0.0,0.0,0.0,830.0,345.0,346.0,170.0,998.0,42.0,280.0,9.0,5.0,31.0,27.0,48.0,1828.0,124.0,682.0,875.0,364.0,33.0,1540.0,14.0,30.0,46.7,14.0,0.0,1022.0,4754.0,2915.0,1101.0,1017.0,92.4,9.0,16.0,7,2,28.6,0.23,0.07,0.14,0.5,0.0,0.12,0.2,0.2
Matteo Pessina,ITA,MF,Hellas Verona,Serie A,22.0,187,75,35,27,2489,7,0,0,0,7,0,0.25,0.0,0.25,0.25,0.25,4.8,4.8,1.3,0.17,0.05,0.22,0.17,0.22,27.7,44.0,31,14.0,25.0,5.0,7.0,31.0,22.6,24.0,439.0,135.0,30.8,121.0,200.0,118.0,50.0,9.0,0.0,41.0,15,59,48.0,0.0,48.0,1.74,37.0,2.0,1.0,4.0,4.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0,1044.0,1346.0,77.6,17832.0,4741.0,23.0,75.0,30.7,856.0,1026.0,83.4,165.0,245.0,67.3,0,1.3,-1.3,20.0,121.0,24.0,3.0,130.0,1292.0,54.0,42.0,2.0,332.0,20.0,27,1.0,0.0,1.0,0.0,876.0,225.0,245.0,1044.0,171.0,65.0,7.0,6.0,7.0,21.0,26.0,57.0,1663.0,62.0,281.0,988.0,498.0,87.0,1615.0,29.0,49.0,59.2,29.0,1.0,1123.0,6499.0,3154.0,1450.0,1163.0,80.2,51.0,33.0,32,14,43.8,1.16,0.51,0.22,0.5,0.0,0.15,2.2,2.2
Matthias Ginter,GER,DF,M'Gladbach,Bundesliga,25.0,191,86,31,31,2780,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,1.2,0.06,0.04,0.09,0.06,0.09,30.9,37.0,20,24.0,13.0,0.0,14.0,34.0,41.2,20.0,198.0,72.0,36.4,106.0,80.0,12.0,47.0,24.0,0.0,23.0,23,60,151.0,4.0,23.0,0.74,20.0,0.0,0.0,3.0,0.0,6.0,0.19,5.0,0.0,0.0,1.0,0.0,0.0,1852.0,2156.0,85.9,41890.0,14589.0,10.0,24.0,41.7,1251.0,1338.0,93.5,591.0,794.0,74.4,1,1.2,-0.2,6.0,121.0,10.0,0.0,157.0,2086.0,70.0,61.0,5.0,227.0,55.0,3,0.0,0.0,0.0,0.0,1484.0,207.0,465.0,282.0,1717.0,88.0,9.0,3.0,11.0,21.0,19.0,16.0,2445.0,344.0,1493.0,1090.0,86.0,32.0,2379.0,6.0,8.0,75.0,6.0,0.0,1662.0,10409.0,6340.0,1818.0,1780.0,97.9,7.0,5.0,19,7,36.8,0.62,0.23,0.05,0.14,0.0,0.09,-0.7,-0.7
Matthias Zimmermann,GER,DF,Düsseldorf,Bundesliga,27.0,177,76,34,33,2923,1,2,0,0,4,0,0.03,0.06,0.09,0.03,0.09,0.7,0.7,1.5,0.02,0.05,0.07,0.02,0.07,32.5,73.0,39,36.0,30.0,7.0,28.0,66.0,42.4,38.0,433.0,129.0,29.8,190.0,189.0,54.0,80.0,12.0,1.0,68.0,38,111,66.0,0.0,50.0,1.54,45.0,3.0,0.0,0.0,2.0,6.0,0.18,5.0,1.0,0.0,0.0,0.0,0.0,1186.0,1667.0,71.1,23374.0,9759.0,19.0,71.0,26.8,864.0,1068.0,80.9,303.0,528.0,57.4,2,1.5,0.5,23.0,116.0,37.0,18.0,246.0,1414.0,253.0,12.0,1.0,321.0,46.0,92,1.0,1.0,0.0,0.0,759.0,403.0,505.0,118.0,1163.0,110.0,240.0,9.0,9.0,53.0,30.0,60.0,1990.0,97.0,559.0,975.0,575.0,26.0,1741.0,14.0,34.0,41.2,15.0,0.0,1132.0,5647.0,3431.0,1287.0,1135.0,88.2,18.0,18.0,16,1,6.3,0.49,0.03,0.06,1.0,0.0,0.04,0.3,0.3
Matthijs de Ligt,NED,DF,Juventus,Serie A,19.0,189,89,29,26,2450,4,0,0,0,5,0,0.15,0.0,0.15,0.15,0.15,2.6,2.6,0.3,0.1,0.01,0.11,0.1,0.11,27.2,40.0,27,26.0,12.0,2.0,14.0,29.0,48.3,15.0,216.0,72.0,33.3,122.0,86.0,8.0,51.0,27.0,1.0,24.0,14,54,142.0,3.0,9.0,0.33,8.0,0.0,0.0,0.0,1.0,2.0,0.07,1.0,0.0,0.0,0.0,1.0,0.0,1394.0,1525.0,91.4,29594.0,7983.0,36.0,51.0,70.6,923.0,981.0,94.1,435.0,493.0,88.2,0,0.3,-0.3,3.0,80.0,1.0,0.0,54.0,1487.0,38.0,35.0,1.0,158.0,52.0,1,0.0,0.0,0.0,0.0,1251.0,118.0,156.0,256.0,1166.0,58.0,3.0,6.0,3.0,13.0,7.0,13.0,1796.0,240.0,804.0,1031.0,51.0,22.0,1760.0,1.0,1.0,100.0,1.0,0.0,1112.0,5973.0,2894.0,1257.0,1239.0,98.6,4.0,3.0,18,9,50.0,0.66,0.33,0.22,0.44,0.0,0.15,1.4,1.4
Mattia Bani,ITA,DF,Bologna,Serie A,25.0,188,81,27,26,2207,4,0,0,0,13,1,0.16,0.0,0.16,0.16,0.16,3.3,3.3,0.0,0.14,0.0,0.14,0.14,0.14,24.5,54.0,33,28.0,25.0,1.0,18.0,32.0,56.3,14.0,389.0,129.0,33.2,220.0,159.0,10.0,46.0,17.0,0.0,29.0,28,82,172.0,0.0,8.0,0.33,8.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0,908.0,1109.0,81.9,21183.0,6913.0,6.0,19.0,31.6,567.0,635.0,89.3,335.0,455.0,73.6,0,0.0,0.0,1.0,59.0,2.0,1.0,65.0,1058.0,51.0,47.0,0.0,156.0,41.0,4,0.0,0.0,0.0,0.0,749.0,114.0,246.0,85.0,921.0,50.0,4.0,4.0,3.0,36.0,7.0,13.0,1436.0,204.0,823.0,647.0,46.0,21.0,1388.0,2.0,4.0,50.0,2.0,0.0,771.0,4796.0,2341.0,854.0,837.0,98.0,7.0,1.0,17,7,41.2,0.69,0.29,0.24,0.57,0.0,0.2,0.7,0.7
Mattia Valoti,ITA,MF,SPAL,Serie A,25.0,187,76,27,18,1527,3,1,0,0,7,0,0.18,0.06,0.24,0.18,0.24,3.4,3.4,1.0,0.2,0.06,0.26,0.2,0.26,17.0,49.0,33,26.0,21.0,2.0,10.0,32.0,31.3,22.0,366.0,85.0,23.2,90.0,197.0,79.0,31.0,5.0,0.0,26.0,19,68,18.0,1.0,42.0,2.48,30.0,0.0,6.0,2.0,4.0,8.0,0.47,3.0,0.0,4.0,0.0,1.0,0.0,460.0,580.0,79.3,7730.0,1968.0,17.0,35.0,48.6,364.0,429.0,84.8,79.0,116.0,68.1,1,1.0,0.0,21.0,46.0,9.0,3.0,63.0,562.0,18.0,14.0,2.0,109.0,19.0,17,1.0,0.0,1.0,0.0,347.0,119.0,114.0,60.0,440.0,42.0,2.0,6.0,1.0,9.0,9.0,13.0,823.0,26.0,163.0,474.0,246.0,50.0,812.0,31.0,41.0,75.6,32.0,1.0,571.0,3670.0,2026.0,697.0,560.0,80.3,37.0,24.0,29,11,37.9,1.71,0.65,0.1,0.27,0.0,0.12,-0.4,-0.4
Mattia Zaccagni,ITA,FW,Hellas Verona,Serie A,24.0,177,63,34,26,2114,2,5,0,0,5,0,0.09,0.21,0.3,0.09,0.3,3.6,3.6,3.0,0.15,0.13,0.28,0.15,0.28,23.5,19.0,12,9.0,4.0,6.0,2.0,15.0,13.3,13.0,365.0,103.0,28.2,85.0,150.0,130.0,32.0,5.0,0.0,27.0,10,29,13.0,0.0,68.0,2.89,52.0,1.0,5.0,3.0,6.0,13.0,0.55,8.0,0.0,1.0,0.0,3.0,1.0,572.0,790.0,72.4,8788.0,2535.0,28.0,69.0,40.6,455.0,580.0,78.4,89.0,141.0,63.1,5,3.0,2.0,31.0,53.0,28.0,1.0,87.0,759.0,31.0,6.0,4.0,233.0,18.0,36,5.0,0.0,2.0,3.0,491.0,160.0,139.0,91.0,596.0,48.0,7.0,19.0,6.0,14.0,22.0,36.0,1081.0,23.0,157.0,508.0,529.0,92.0,1055.0,63.0,103.0,61.2,69.0,7.0,836.0,6870.0,3946.0,1144.0,807.0,70.5,42.0,37.0,27,9,33.3,1.15,0.38,0.07,0.22,0.0,0.13,-1.6,-1.6
